tempo_s,posicao_cm,velocidade_cms,x_ref_cm,e_int,u_K,x_ddot,posicao_cm_norm,velocidade_cms_norm,x_ref_cm_norm,e_int_norm,u_K_norm
28.427,3.1185,7.4844,15.0,22.8819,14.113,10.708311212814646,-1.9432412469422904,1.5534441065553406,0.9772538915293345,0.3171668666167274,-1.2497310336283673
28.477,3.1809,1.2474,15.0,23.4729,9.2275,11.915340961098162,-1.9273408769615437,0.25368532022464424,0.9772538915293345,0.32903543416441117,-1.696332782648623
28.527,3.1185,-1.2474,15.0,24.0669,7.0477,5.456100686498592,-1.9432412469422904,-0.2662181943076343,0.9772538915293345,0.34096424824787014,-1.8955964184104392
28.577,2.9314,-3.7422,15.0,24.6704,4.5457,6.226805491990697,-1.990916875522383,-0.7861217088399128,0.9772538915293345,0.35308384302795004,-2.1243135560726394
28.627,3.0562,2.4948,15.0,25.2676,9.9146,3.34379862700226,-1.9591161355608886,0.5136370774907836,0.9772538915293345,0.3650769200829023,-1.633522412829399
28.677,3.0562,0.0,15.0,25.8648,7.8959,4.554906178489633,-1.9591161355608886,-0.006266437041495043,0.9772538915293345,0.37706999713785455,-1.8180592976410233
28.727,3.1809,2.4948,15.0,26.4557,10.2369,5.439789473684114,-1.9273408769615437,0.5136370774907836,0.9772538915293345,0.3889365564676793,-1.6040597695566063
28.777,2.7443,-8.7318,15.0,27.0685,0.025,0.8808054919907188,-2.0385925041024753,-1.82592873790447,0.9772538915293345,0.4012429155086618,-2.5375675785464638
28.827,2.8691,2.4948,15.0,27.675,9.4312,0.6769153318074062,-2.0067917641409814,0.5136370774907836,0.9772538915293345,0.41342275682451674,-1.6777118070523838
28.877,2.8067,-1.2474,15.0,28.2847,6.242,-4.620151029748529,-2.022692134121728,-0.2662181943076343,0.9772538915293345,0.4256668611118651,-1.9692484559062162
28.927,3.1809,7.4844,15.0,28.8757,14.2742,-4.204215102974596,-1.9273408769615437,1.5534441065553406,0.9772538915293345,0.4375354286595489,-1.2349951413057667
